bridge UI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Link,,Link,,Link,,Link,,Link,,Link,,,,,,Link,,Link,,,,Link,,Link,,Link,,Link,,Link,,Link,,Link,,,,Link,,,,Link,,Link,,Link,,Link,,Link,,Link,,Link,,Link,,,,,,,,,,,,,,,,,,,,,,,,,,
core periphery/facet,,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,,,,,x,,x,,x,,x,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diamond Type,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,"M = Mutable
 I  = Immutable",,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,  ,,, ,  , ,  , ,  , ,  , ,  , ,,,  ,n/a,n/a, ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,  ,,  , ,  , ,  , ,  , ,  , ,  , ,,,  ,n/a,n/a, ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,  ,n/a,n/a, ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,
DEACTIVATED,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,  ,n/a,n/a, ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,
celo,1.0.0,1.0.0,1.0.0,1.0.0,1.0.0,1.0.0,1.0.0,1.0.0,1.0.0,1.0.0,1.0.0,1.0.0,1.0.0,1.0.0,1.0.0,1.0.0,1.0.0,1.0.0,1.0.0,1.0.0,1.1.0,1.1.0,1.0.0,1.0.0,1.0.0,1.0.0,1.0.0,1.0.0,1.0.0,1.0.0,currently not needed,n/a,n/a,currently not needed,currently not needed,currently not needed,currently not needed,currently not needed,currently not needed,currently not needed,currently not needed,currently not needed,currently not needed,currently not needed,1.0.0,1.0.0,1.0.0,1.0.0,1.0.0,1.0.0,network not supported by this bridge,network not supported by this bridge,network not supported by this bridge,network not supported by this bridge,network not supported by this bridge,network not supported by this bridge,network not supported by this bridge,network not supported by this bridge,currently not needed,currently not needed,currently not needed,currently not needed,network not supported by this bridge,network not supported by this bridge,network not supported by this bridge,network not supported by this bridge,network not supported by this bridge,n/a,n/a,network not supported by this bridge,network not supported by this bridge,network not supported by this bridge,network not supported by this bridge,network not supported by this bridge,network not supported by this bridge,network not supported by this bridge,network not supported by this bridge,network not supported by this bridge,network not supported by this bridge,network not supported by this bridge,network not supported by this bridge,network not supported by this bridge,network not supported by this bridge,network not supported by this bridge,network not supported by this bridge,network not supported by this bridge,not launched yet,not launched yet,currently not needed,currently not needed,network not supported by this bridge,network not supported by this bridge,network not supported by this bridge,network not supported by this bridge,network not supported by this bridge,network not supported by this bridge,network not supported by this bridge,network not supported by this bridge,network not supported by this bridge,network not supported by this bridge,currently not needed,currently not needed,network not supported by this bridge,network not supported by this bridge,network not supported by this bridge,network not supported by this bridge,network not supported by this bridge,network not supported by this bridge,currently not needed,currently not needed,  , ,currently not needed,currently not needed,currently not needed,currently not needed,currently not needed,currently not needed,currently not needed,currently not needed,currently not needed,currently not needed,currently not needed,currently not needed,currently not needed,currently not needed,currently not needed,currently not needed,currently not needed,currently not needed,x,42220,
cronos,1.0.0,1.0.0,1.0.0,1.0.0,1.0.0,1.0.0,1.0.0,1.0.0,1.0.0,1.0.0,1.0.0,1.0.0,1.0.0,1.0.0,1.0.0,1.0.0,1.0.0,1.0.0,1.0.0,1.0.0,1.1.0,1.1.0,1.0.0,1.0.0,1.0.0,1.0.0,1.0.0,1.0.0,1.0.0,1.0.0,currently not needed,n/a,n/a,currently not needed,currently not needed,currently not needed,currently not needed,currently not needed,currently not needed,currently not needed,currently not needed,currently not needed,currently not needed,currently not needed,1.0.0,1.0.0,1.0.0,1.0.0,1.0.0,1.0.0,network not supported by this bridge,network not supported by this bridge,network not supported by this bridge,network not supported by this bridge,network not supported by this bridge,network not supported by this bridge,network not supported by this bridge,network not supported by this bridge,network not supported by this bridge,network not supported by this bridge,network not supported by this bridge,network not supported by this bridge,network not supported by this bridge,network not supported by this bridge,network not supported by this bridge,network not supported by this bridge,network not supported by this bridge,n/a,n/a,network not supported by this bridge,network not supported by this bridge,network not supported by this bridge,network not supported by this bridge,network not supported by this bridge,network not supported by this bridge,network not supported by this bridge,network not supported by this bridge,network not supported by this bridge,network not supported by this bridge,network not supported by this bridge,network not supported by this bridge,network not supported by this bridge,network not supported by this bridge,network not supported by this bridge,network not supported by this bridge,network not supported by this bridge,not launched yet,not launched yet,currently not needed,currently not needed,network not supported by this bridge,network not supported by this bridge,network not supported by this bridge,network not supported by this bridge,network not supported by this bridge,network not supported by this bridge,network not supported by this bridge,network not supported by this bridge,network not supported by this bridge,network not supported by this bridge,network not supported by this bridge,network not supported by this bridge,network not supported by this bridge,network not supported by this bridge,currently not needed,currently not needed,network not supported by this bridge,network not supported by this bridge,network not supported by this bridge,network not supported by this bridge,  , ,currently not needed,currently not needed,currently not needed,currently not needed,currently not needed,currently not needed,currently not needed,currently not needed,currently not needed,currently not needed,currently not needed,currently not needed,currently not needed,currently not needed,currently not needed,currently not needed,currently not needed,currently not needed,x,25,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,  ,n/a,n/a, ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,  ,n/a,n/a, ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,  ,n/a,n/a, ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,  ,n/a,n/a, ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,  ,n/a,n/a, ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,  ,n/a,n/a, ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,  ,n/a,n/a, ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,  ,n/a,n/a, ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,  ,n/a,n/a, ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,  ,n/a,n/a, ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,  ,n/a,n/a, ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,  ,n/a,n/a, ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,  ,n/a,n/a, ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,  ,n/a,n/a, ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,  ,n/a,n/a, ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,  ,n/a,n/a, ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,  ,n/a,n/a, ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,  ,n/a,n/a, ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,  ,n/a,n/a, ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,  ,n/a,n/a, ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,  ,n/a,n/a, ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,  ,n/a,n/a, ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,  ,n/a,n/a, ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,  ,n/a,n/a, ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,  ,n/a,n/a, ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,  ,n/a,n/a, ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,  ,n/a,n/a, ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,  ,n/a,n/a, ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,  ,n/a,n/a, ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,  ,n/a,n/a, ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,  ,n/a,n/a, ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,  ,n/a,n/a, ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,  ,n/a,n/a, ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,  ,n/a,n/a, ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,  ,n/a,n/a, ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,  ,n/a,n/a, ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,  ,n/a,n/a, ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,  ,n/a,n/a, ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,  ,n/a,n/a, ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,  ,n/a,n/a, ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,  ,n/a,n/a, ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,  ,n/a,n/a, ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,  ,n/a,n/a, ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,  ,n/a,n/a, ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,  ,n/a,n/a, ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,  ,n/a,n/a, ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,
